-1,2,3,5,-9,18,-35,70,
-1,2,3,5,-9,18,-35,-70,
-1,2,3,5,-9,-18,36,71,
-1,2,3,5,-9,-18,36,-71,
-1,2,3,5,-9,-18,-36,72,
-1,2,3,5,-9,-18,-36,-72,
-1,2,3,-5,10,19,37,73,
-1,2,3,-5,10,19,37,-73,
-1,2,3,-5,10,19,-37,74,
-1,2,3,-5,10,19,-37,-74,
-1,2,3,-5,10,-19,38,75,
-1,2,3,-5,10,-19,38,-75,
-1,2,3,-5,10,-19,-38,76,
-1,2,3,-5,10,-19,-38,-76,
-1,2,3,-5,-10,20,39,77,
-1,2,3,-5,-10,20,39,-77,
-1,2,3,-5,-10,20,-39,78,
-1,2,3,-5,-10,20,-39,-78,
-1,2,3,-5,-10,-20,40,79,
-1,2,3,-5,-10,-20,40,-79,
-1,2,3,-5,-10,-20,-40,80,
-1,2,3,-5,-10,-20,-40,-80,
-1,2,-3,6,11,21,41,81,
-1,2,-3,6,11,21,41,-81,
-1,2,-3,6,11,21,-41,82,
-1,2,-3,6,11,21,-41,-82,
-1,2,-3,6,11,-21,42,83,
-1,2,-3,6,11,-21,42,-83,
-1,2,-3,6,11,-21,-42,84,
-1,2,-3,6,11,-21,-42,-84,
-1,2,-3,6,-11,22,43,85,
-1,2,-3,6,-11,22,43,-85,
-1,2,-3,6,-11,22,-43,86,
-1,2,-3,6,-11,22,-43,-86,
-1,2,-3,6,-11,-22,44,87,
-1,2,-3,6,-11,-22,44,-87,
-1,2,-3,6,-11,-22,-44,88,
-1,2,-3,6,-11,-22,-44,-88,
-1,2,-3,-6,12,23,45,89,
-1,2,-3,-6,12,23,45,-89,
-1,2,-3,-6,12,23,-45,90,
-1,2,-3,-6,12,23,-45,-90,
-1,2,-3,-6,12,-23,46,91,
-1,2,-3,-6,12,-23,46,-91,
-1,2,-3,-6,12,-23,-46,92,
-1,2,-3,-6,12,-23,-46,-92,
-1,2,-3,-6,-12,24,47,93,
-1,2,-3,-6,-12,24,47,-93,
-1,2,-3,-6,-12,24,-47,94,
-1,2,-3,-6,-12,24,-47,-94,
-1,2,-3,-6,-12,-24,48,95,
-1,2,-3,-6,-12,-24,48,-95,
-1,2,-3,-6,-12,-24,-48,96,
-1,2,-3,-6,-12,-24,-48,-96,
-1,-2,4,7,13,25,49,97,
-1,-2,4,7,13,25,49,-97,
-1,-2,4,7,13,25,-49,98,
-1,-2,4,7,13,25,-49,-98,
-1,-2,4,7,13,-25,50,99,
-1,-2,4,7,13,-25,50,-99,
-1,-2,4,7,13,-25,-50,100,
-1,-2,4,7,13,-25,-50,-100,
-1,-2,4,7,-13,26,51,101,
-1,-2,4,7,-13,26,51,-101,
-1,-2,4,7,-13,26,-51,102,
-1,-2,4,7,-13,26,-51,-102,
-1,-2,4,7,-13,-26,52,103,
-1,-2,4,7,-13,-26,52,-103,
-1,-2,4,7,-13,-26,-52,104,
-1,-2,4,7,-13,-26,-52,-104,
-1,-2,4,-7,14,27,53,105,
-1,-2,4,-7,14,27,53,-105,
-1,-2,4,-7,14,27,-53,106,
-1,-2,4,-7,14,27,-53,-106,
-1,-2,4,-7,14,-27,54,107,
-1,-2,4,-7,14,-27,54,-107,
-1,-2,4,-7,14,-27,-54,108,
-1,-2,4,-7,14,-27,-54,-108,
-1,-2,4,-7,-14,28,55,109,
-1,-2,4,-7,-14,28,55,-109,
-1,-2,4,-7,-14,28,-55,110,
-1,-2,4,-7,-14,28,-55,-110,
-1,-2,4,-7,-14,-28,56,111,
-1,-2,4,-7,-14,-28,56,-111,
-1,-2,4,-7,-14,-28,-56,112,
-1,-2,4,-7,-14,-28,-56,-112,
-1,-2,-4,8,15,29,57,113,
-1,-2,-4,8,15,29,57,-113,
-1,-2,-4,8,15,29,-57,114,
-1,-2,-4,8,15,29,-57,-114,
-1,-2,-4,8,15,-29,58,115,
-1,-2,-4,8,15,-29,58,-115,
-1,-2,-4,8,15,-29,-58,116,
-1,-2,-4,8,15,-29,-58,-116,
-1,-2,-4,8,-15,30,59,117,
-1,-2,-4,8,-15,30,59,-117,
-1,-2,-4,8,-15,30,-59,118,
-1,-2,-4,8,-15,30,-59,-118,
-1,-2,-4,8,-15,-30,60,119,
-1,-2,-4,8,-15,-30,60,-119,
-1,-2,-4,8,-15,-30,-60,120,
-1,-2,-4,8,-15,-30,-60,-120,
-1,-2,-4,-8,16,31,61,121,
-1,-2,-4,-8,16,31,61,-121,
-1,-2,-4,-8,16,31,-61,122,
-1,-2,-4,-8,16,31,-61,-122,
-1,-2,-4,-8,16,-31,62,123,
-1,-2,-4,-8,16,-31,62,-123,
-1,-2,-4,-8,16,-31,-62,124,
-1,-2,-4,-8,16,-31,-62,-124,
-1,-2,-4,-8,-16,32,63,125,
-1,-2,-4,-8,-16,32,63,-125,
-1,-2,-4,-8,-16,32,-63,126,
-1,-2,-4,-8,-16,32,-63,-126,
-1,-2,-4,-8,-16,-32,64,127,
-1,-2,-4,-8,-16,-32,64,-127,
-1,-2,-4,-8,-16,-32,-64,128,
-1,-2,-4,-8,-16,-32,-64,-128,
