1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,-1,
1,1,1,1,1,1,-1,2,
1,1,1,1,1,1,-1,-2,
1,1,1,1,1,-1,2,3,
1,1,1,1,1,-1,2,-3,
1,1,1,1,1,-1,-2,4,
1,1,1,1,1,-1,-2,-4,
1,1,1,1,-1,2,3,5,
1,1,1,1,-1,2,3,-5,
1,1,1,1,-1,2,-3,6,
1,1,1,1,-1,2,-3,-6,
1,1,1,1,-1,-2,4,7,
1,1,1,1,-1,-2,4,-7,
1,1,1,1,-1,-2,-4,8,
1,1,1,1,-1,-2,-4,-8,
1,1,1,-1,2,3,5,9,
1,1,1,-1,2,3,5,-9,
1,1,1,-1,2,3,-5,10,
1,1,1,-1,2,3,-5,-10,
1,1,1,-1,2,-3,6,11,
1,1,1,-1,2,-3,6,-11,
1,1,1,-1,2,-3,-6,12,
1,1,1,-1,2,-3,-6,-12,
1,1,1,-1,-2,4,7,13,
1,1,1,-1,-2,4,7,-13,
1,1,1,-1,-2,4,-7,14,
1,1,1,-1,-2,4,-7,-14,
1,1,1,-1,-2,-4,8,15,
1,1,1,-1,-2,-4,8,-15,
1,1,1,-1,-2,-4,-8,16,
1,1,1,-1,-2,-4,-8,-16,
1,1,-1,2,3,5,9,17,
1,1,-1,2,3,5,9,-17,
1,1,-1,2,3,5,-9,18,
1,1,-1,2,3,5,-9,-18,
1,1,-1,2,3,-5,10,19,
1,1,-1,2,3,-5,10,-19,
1,1,-1,2,3,-5,-10,20,
1,1,-1,2,3,-5,-10,-20,
1,1,-1,2,-3,6,11,21,
1,1,-1,2,-3,6,11,-21,
1,1,-1,2,-3,6,-11,22,
1,1,-1,2,-3,6,-11,-22,
1,1,-1,2,-3,-6,12,23,
1,1,-1,2,-3,-6,12,-23,
1,1,-1,2,-3,-6,-12,24,
1,1,-1,2,-3,-6,-12,-24,
1,1,-1,-2,4,7,13,25,
1,1,-1,-2,4,7,13,-25,
1,1,-1,-2,4,7,-13,26,
1,1,-1,-2,4,7,-13,-26,
1,1,-1,-2,4,-7,14,27,
1,1,-1,-2,4,-7,14,-27,
1,1,-1,-2,4,-7,-14,28,
1,1,-1,-2,4,-7,-14,-28,
1,1,-1,-2,-4,8,15,29,
1,1,-1,-2,-4,8,15,-29,
1,1,-1,-2,-4,8,-15,30,
1,1,-1,-2,-4,8,-15,-30,
1,1,-1,-2,-4,-8,16,31,
1,1,-1,-2,-4,-8,16,-31,
1,1,-1,-2,-4,-8,-16,32,
1,1,-1,-2,-4,-8,-16,-32,
1,-1,2,3,5,9,17,33,
1,-1,2,3,5,9,17,-33,
1,-1,2,3,5,9,-17,34,
1,-1,2,3,5,9,-17,-34,
1,-1,2,3,5,-9,18,35,
1,-1,2,3,5,-9,18,-35,
1,-1,2,3,5,-9,-18,36,
1,-1,2,3,5,-9,-18,-36,
1,-1,2,3,-5,10,19,37,
1,-1,2,3,-5,10,19,-37,
1,-1,2,3,-5,10,-19,38,
1,-1,2,3,-5,10,-19,-38,
1,-1,2,3,-5,-10,20,39,
1,-1,2,3,-5,-10,20,-39,
1,-1,2,3,-5,-10,-20,40,
1,-1,2,3,-5,-10,-20,-40,
1,-1,2,-3,6,11,21,41,
1,-1,2,-3,6,11,21,-41,
1,-1,2,-3,6,11,-21,42,
1,-1,2,-3,6,11,-21,-42,
1,-1,2,-3,6,-11,22,43,
1,-1,2,-3,6,-11,22,-43,
1,-1,2,-3,6,-11,-22,44,
1,-1,2,-3,6,-11,-22,-44,
1,-1,2,-3,-6,12,23,45,
1,-1,2,-3,-6,12,23,-45,
1,-1,2,-3,-6,12,-23,46,
1,-1,2,-3,-6,12,-23,-46,
1,-1,2,-3,-6,-12,24,47,
1,-1,2,-3,-6,-12,24,-47,
1,-1,2,-3,-6,-12,-24,48,
1,-1,2,-3,-6,-12,-24,-48,
1,-1,-2,4,7,13,25,49,
1,-1,-2,4,7,13,25,-49,
1,-1,-2,4,7,13,-25,50,
1,-1,-2,4,7,13,-25,-50,
1,-1,-2,4,7,-13,26,51,
1,-1,-2,4,7,-13,26,-51,
1,-1,-2,4,7,-13,-26,52,
1,-1,-2,4,7,-13,-26,-52,
1,-1,-2,4,-7,14,27,53,
1,-1,-2,4,-7,14,27,-53,
1,-1,-2,4,-7,14,-27,54,
1,-1,-2,4,-7,14,-27,-54,
1,-1,-2,4,-7,-14,28,55,
1,-1,-2,4,-7,-14,28,-55,
1,-1,-2,4,-7,-14,-28,56,
1,-1,-2,4,-7,-14,-28,-56,
1,-1,-2,-4,8,15,29,57,
1,-1,-2,-4,8,15,29,-57,
1,-1,-2,-4,8,15,-29,58,
1,-1,-2,-4,8,15,-29,-58,
1,-1,-2,-4,8,-15,30,59,
1,-1,-2,-4,8,-15,30,-59,
1,-1,-2,-4,8,-15,-30,60,
1,-1,-2,-4,8,-15,-30,-60,
1,-1,-2,-4,-8,16,31,61,
1,-1,-2,-4,-8,16,31,-61,
1,-1,-2,-4,-8,16,-31,62,
1,-1,-2,-4,-8,16,-31,-62,
1,-1,-2,-4,-8,-16,32,63,
1,-1,-2,-4,-8,-16,32,-63,
1,-1,-2,-4,-8,-16,-32,64,
1,-1,-2,-4,-8,-16,-32,-64,
-1,2,3,5,9,17,33,65,
-1,2,3,5,9,17,33,-65,
-1,2,3,5,9,17,-33,66,
-1,2,3,5,9,17,-33,-66,
-1,2,3,5,9,-17,34,67,
-1,2,3,5,9,-17,34,-67,
-1,2,3,5,9,-17,-34,68,
-1,2,3,5,9,-17,-34,-68,
-1,2,3,5,-9,18,35,69,
-1,2,3,5,-9,18,35,-69,
