1,1,1,1,1,1,
1,1,1,1,1,-1,
1,1,1,1,-1,2,
1,1,1,1,-1,-2,
1,1,1,-1,2,3,
1,1,1,-1,2,-3,
1,1,1,-1,-2,4,
1,1,1,-1,-2,-4,
1,1,-1,2,3,5,
1,1,-1,2,3,-5,
1,1,-1,2,-3,6,
1,1,-1,2,-3,-6,
1,1,-1,-2,4,7,
1,1,-1,-2,4,-7,
1,1,-1,-2,-4,8,
1,1,-1,-2,-4,-8,
1,-1,2,3,5,9,
1,-1,2,3,5,-9,
1,-1,2,3,-5,10,
1,-1,2,3,-5,-10,
1,-1,2,-3,6,11,
1,-1,2,-3,6,-11,
1,-1,2,-3,-6,12,
1,-1,2,-3,-6,-12,
1,-1,-2,4,7,13,
1,-1,-2,4,7,-13,
1,-1,-2,4,-7,14,
1,-1,-2,4,-7,-14,
1,-1,-2,-4,8,15,
1,-1,-2,-4,8,-15,
1,-1,-2,-4,-8,16,
1,-1,-2,-4,-8,-16,
-1,2,3,5,9,17,
-1,2,3,5,9,-17,
-1,2,3,5,-9,18,
-1,2,3,5,-9,-18,
-1,2,3,-5,10,19,
-1,2,3,-5,10,-19,
-1,2,3,-5,-10,20,
-1,2,3,-5,-10,-20,
-1,2,-3,6,11,21,
-1,2,-3,6,11,-21,
-1,2,-3,6,-11,22,
-1,2,-3,6,-11,-22,
-1,2,-3,-6,12,23,
-1,2,-3,-6,12,-23,
-1,2,-3,-6,-12,24,
-1,2,-3,-6,-12,-24,
-1,-2,4,7,13,25,
-1,-2,4,7,13,-25,
-1,-2,4,7,-13,26,
-1,-2,4,7,-13,-26,
-1,-2,4,-7,14,27,
-1,-2,4,-7,14,-27,
-1,-2,4,-7,-14,28,
-1,-2,4,-7,-14,-28,
-1,-2,-4,8,15,29,
-1,-2,-4,8,15,-29,
-1,-2,-4,8,-15,30,
-1,-2,-4,8,-15,-30,
-1,-2,-4,-8,16,31,
-1,-2,-4,-8,16,-31,
-1,-2,-4,-8,-16,32,
-1,-2,-4,-8,-16,-32,
